 % acoustic_params.win_size: 512
 % acoustic_params.hop_size: 256
 % acoustic_params.min_freq: 40
 % acoustic_params.max_freq: 6000
 % acoustic_params.num_mel_filts: 26
 % acoustic_params.ITW: 1
@relation train_feature_200-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 {1,2,}

@data
1,0.96735,0.90302,0.90603,0.97927,0.95893,0.78088,0.69826,0.683,0.58308,0.54285,0.58283,0.61584,0.63625,0.52794,0.38085,0.31385,0.27204,0.25042,0.23173,0.18327,0.1264,0.11721,0.060973,0,0.04697,0.7299,0,0.20806,0.13583,0.020464,0.023819,0.4012,0.30768,0.37819,0.36866,0.4869,0.41645,0.73314,1,0.76155,0.50794,0.39683,0.31951,0.43141,0.41614,0.27132,0.23766,0.20574,0.1434,0.048707,0.11818,1
0.34678,0.38191,0.61829,0.96396,1,0.81016,0.82732,0.81962,0.78011,0.75325,0.67562,0.6856,0.58919,0.51268,0.4429,0.41231,0.33859,0.27677,0.26012,0.23734,0.23591,0.19739,0.12433,0.09799,0.066943,0,1,0.61949,0.91852,0.043967,0,0.18725,0.32198,0.87783,0.77789,0.91234,0.7059,0.74877,0.72901,0.49178,0.45089,0.55293,0.4567,0.42181,0.48615,0.28287,0.45434,0.36433,0.27719,0.15508,0.13146,0.1044,1
0.56086,0.54603,0.69466,0.97761,1,0.80929,0.74453,0.72545,0.71769,0.7387,0.64105,0.6346,0.58283,0.55499,0.4336,0.35912,0.27971,0.26316,0.24349,0.24098,0.20667,0.15447,0.10983,0.085492,0.060443,0,1,0.74338,0.2553,0,0.010569,0.05019,0.19291,0.25052,0.24574,0.23742,0.21199,0.2258,0.34203,0.42394,0.24362,0.11567,0.11514,0.1386,0.16123,0.15621,0.14919,0.092708,0.078384,0.054922,0.038502,0.020452,1
0.38516,0.38176,0.39852,0.51537,0.92603,1,0.81744,0.59115,0.76342,0.65347,0.56958,0.63224,0.58034,0.4783,0.39581,0.27631,0.22609,0.21493,0.1921,0.17309,0.12037,0.10156,0.069134,0.031437,0,0.0083641,0.57644,0.61626,0.63854,1,0,0.048086,0.2557,0.28869,0.083038,0.33396,0.20535,0.2607,0.18965,0.54217,0.52032,0.29107,0.16791,0.18089,0.17651,0.20332,0.11681,0.058175,0.081719,0.043552,0.020191,0.062655,1
0.4967,0.46016,0.4554,0.6883,0.99684,1,0.80778,0.58665,0.65209,0.61972,0.44305,0.45937,0.40012,0.39872,0.36778,0.28323,0.23127,0.1686,0.16766,0.14511,0.091586,0.10211,0.091301,0.053226,0.028917,0,1,0.57539,0.31185,0.80675,0.033357,0.034419,0.11144,0.30936,0.15869,0.16454,0.28133,0.31751,0.25402,0.34804,0.26646,0.19801,0.090415,0.041216,0.067258,0.024785,0,0.029474,0.011704,0.033534,0.019506,0.088615,1
0.83185,0.75646,0.82669,1,0.97803,0.86985,0.92776,0.85531,0.76913,0.70533,0.58951,0.56071,0.58387,0.60558,0.50651,0.38233,0.33076,0.27154,0.23891,0.18884,0.1509,0.13578,0.10058,0.0896,0.052889,0,1,0.74538,0.1726,0.26936,0.18436,0.11111,0.41586,0.35957,0.28177,0.44795,0.31577,0.15345,0.15328,0.31329,0.26403,0.32948,0.15873,0.093218,0.13814,0.06492,0.043769,0.033658,0.042527,0.017396,0,0.022769,1
0.5909,0.64942,0.89918,1,0.923,0.79732,0.68182,0.60423,0.5775,0.53016,0.4812,0.44066,0.49049,0.57773,0.49841,0.31491,0.26761,0.26382,0.24078,0.1921,0.16151,0.12351,0.089728,0.091424,0.033733,0,1,0.60238,0.013201,0,0.045336,0.042974,0.099321,0.15124,0.11724,0.14636,0.15489,0.17479,0.28199,0.30791,0.14916,0.10546,0.092258,0.097949,0.18893,0.22737,0.12272,0.05206,0.0090593,0.00057368,0.068686,0.10596,1
0.23805,0.2533,0.36431,0.89755,1,0.83266,0.6847,0.82656,0.71947,0.56707,0.54402,0.56494,0.55347,0.59162,0.51345,0.39756,0.35093,0.33818,0.26199,0.1887,0.14013,0.094423,0.073595,0.019459,0,0.063612,0.73505,0.63508,0.83357,0.081911,0,0.11819,0.33585,0.45718,0.49302,1,0.69562,0.70368,0.84991,0.71374,0.52633,0.78297,0.58249,0.39676,0.47319,0.35628,0.35799,0.30254,0.31112,0.23697,0.22056,0.48676,1
0.79125,0.80038,0.82568,0.95902,1,0.89213,0.68521,0.65141,0.66486,0.61525,0.53123,0.46006,0.42954,0.43584,0.37989,0.29926,0.26964,0.23587,0.21277,0.17525,0.16021,0.10607,0.073362,0.056958,0,0.00018951,1,0.54753,0.15176,0.086372,0.040318,0.044193,0.14448,0.094954,0.11472,0.23676,0.13614,0.14318,0.22267,0.39653,0.38219,0.2133,0.17216,0.12319,0.12798,0.17923,0.12319,0.046139,0.048051,0.032652,0,0.042496,1
0.50543,0.55404,0.80524,1,0.96007,0.78387,0.66803,0.64648,0.65358,0.55322,0.50123,0.46793,0.49931,0.5858,0.4627,0.26909,0.22292,0.19455,0.17039,0.0907,0.060369,0.073875,0.04936,0.054392,0.029798,0,0.90631,1,0.39131,0,0.13205,0.19167,0.34644,0.33576,0.52371,0.54127,0.45827,0.30473,0.31359,0.26785,0.32169,0.16336,0.24061,0.19882,0.15406,0.11508,0.15933,0.16482,0.26963,0.39152,0.47177,0.51869,1
