 % acoustic_params.win_size: 1024
 % acoustic_params.hop_size: 512
 % acoustic_params.min_freq: 86
 % acoustic_params.max_freq: 2000
 % acoustic_params.num_mel_filts: 20
 % acoustic_params.ITW: 1
@relation train_feature_2_4-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 {1,2,}

@data
0.4388,0.55861,0.74431,0.96379,0.78747,0.46645,0.73908,1,0.87604,0.26423,0.34852,0.2493,0.16017,0.22735,0.070557,0.145,0.1253,0.090284,0,0.15529,0.46397,0.63666,0.75356,0.57165,0.44226,1,0.70863,0.20504,0.35923,0.65459,0.21548,0.40784,0.1993,0,0.38789,0.3046,0.26938,0.3622,0.57567,0.55357,1
0.39447,0.47387,0.89146,1,0.56618,0.66924,0.89936,0.82881,0.56792,0.53195,0.46122,0.17306,0.12168,0.072873,0.062881,0.17664,0.18598,0.12674,0,0.071754,1,0.92935,0.049851,0,0.4775,0.53282,0.46839,0.33863,0.31199,0.46142,0.33122,0.10284,0.42676,0.35987,0.009783,0.31648,0.3939,0.41081,0.53049,0.33282,1
0.6318,0.78947,0.9943,1,0.76608,0.88546,0.80814,0.65506,0.68924,0.64379,0.52488,0.25757,0.24844,0.22948,0.22752,0.22769,0.15983,0.11371,0.01616,0,0.3919,0.28125,0.17188,0.10317,0.51231,0.29401,0.061473,0.15007,0.51438,0.38729,0.62481,0.29438,1,0.30103,0.44825,0.50687,0.50956,0.60934,0.15426,0,1
0.63354,0.71373,0.94962,1,0.62902,0.6184,0.68909,0.55671,0.46697,0.36556,0.27946,0.2009,0.137,0.14324,0.088638,0.13093,0.07599,0.0063835,0,0.042916,0.011447,0.062033,0.15091,0.13888,0.06008,0.40612,0.50054,0.44288,0.58531,0.80694,0.69042,0.57191,0.48439,0.49898,0.81187,1,0.89347,0.42558,0.46645,0,1
0.80428,0.78775,0.90158,0.99523,0.64489,0.81969,0.94887,1,0.97666,0.8757,0.71531,0.4242,0.31214,0.35482,0.41511,0.6395,0.47603,0.22568,0.041508,0,0.035773,0.34441,0.74151,0.56262,0.20677,0.34003,0.038887,0,0.3293,0.094917,0.19344,0.38361,0.58492,1,0.81979,0.3453,0.46977,0.24398,0.17211,0.18536,1
0.44656,0.50075,0.86478,1,0.70172,0.56987,0.78095,0.82917,0.46631,0.50798,0.4446,0.35765,0.38047,0.30746,0.30504,0.20137,0.16039,0.074818,0.033863,0,0.75216,0.46851,0.49475,0.43317,0.63522,0.48999,0.52463,0.45978,0.53728,1,0.94924,0,0.56515,0.40355,0.55248,0.70312,0.56332,0.75052,0.92293,0.15253,1
0.48992,0.67439,0.95823,1,0.61471,0.87837,0.96496,0.91303,0.86241,0.82407,0.67578,0.43935,0.39839,0.40403,0.40998,0.49759,0.46012,0.30986,0.14757,0,0.35905,0.46814,0.69761,0.72393,0.44471,0.51614,1,0.10255,0,0.43877,0.76131,0.46269,0.36232,0.5629,0.34961,0.20589,0.24119,0.27792,0.30541,0.34851,1
0.56357,0.83554,1,0.98448,0.73773,0.98769,0.90397,0.81685,0.95024,0.84206,0.60097,0.49486,0.28455,0.36725,0.25885,0.39581,0.3476,0.21993,0.07438,0,0.91511,0.6221,0.37081,0.31004,1,0.62637,0.5585,0.71858,0.42079,0.37271,0.40325,0.74024,0,0.5356,0.64476,0.66585,0.1055,0.72861,0.66666,0.73785,1
0.87913,0.99771,1,0.91921,0.74512,0.92188,0.84293,0.87186,0.95027,0.71829,0.58476,0.5127,0.39904,0.36018,0.24296,0.25636,0.16665,0.046393,0.054456,0,0.39531,0.43452,0.36871,0.4269,0.62623,0,0.48874,0.82542,0.71311,0.6015,0.7997,0.78798,0.9134,1,0.86855,0.81587,0.54453,0.35354,0.29524,0.19693,1
0.61735,0.74622,0.88563,0.82221,0.57059,0.82203,0.75479,0.85129,1,0.6517,0.61755,0.47378,0.44583,0.40962,0.22057,0.29379,0.28334,0.17375,0.093022,0,0.91147,0.34557,0,0.53962,0.9973,0.7447,0.98358,0.76797,0.83238,0.7801,0.95101,0.80254,0.73554,0.65409,0.74283,0.99589,1,0.6391,0.58646,0.62109,1
0.79497,0.85928,0.88358,1,0.85625,0.76254,0.72461,0.88028,0.97785,0.72266,0.63971,0.53804,0.58534,0.53724,0.31158,0.40363,0.3232,0.14632,0.0525,0,0.072627,0.19266,0.72767,0.44955,0,0.52949,0.33912,0.34306,0.25549,0.60617,0.35212,0.22719,0.87108,1,0.58227,0.24876,0.98078,0.95072,0.46628,0.1605,1
0.52513,0.5422,0.7293,1,0.7707,0.53482,0.6392,0.76339,0.73821,0.34117,0.29907,0.20429,0.33537,0.37944,0.020253,0.096284,0.0013841,0.052837,0.021194,0,0.56157,0.48695,0.33305,0.64894,0.94963,0.89059,0.68186,0.89536,0.97476,0.85235,0.22326,0.47117,0,0.37872,0.6113,0.83126,0.84339,0.94705,0.97832,1,1
0.39441,0.41375,0.59316,1,0.69573,0.3797,0.60421,0.73254,0.59213,0.55628,0.43913,0.2061,0.39413,0.32181,0.23552,0.32584,0.42239,0.27147,0.15864,0,1,0.96434,0.5522,0.61679,0,0.55928,0.24707,0.59349,0.75138,0.77641,0.80053,0.72174,0.86637,0.7228,0.81233,0.76668,0.73339,0.76548,0.48955,0.49609,1
0.66401,0.76245,0.92257,1,0.46813,0.66079,0.76245,0.70914,0.84472,0.71862,0.46797,0.31561,0.41184,0.42887,0.2701,0.37067,0.42544,0.33026,0.16696,0,0.37215,0.10308,0.00089972,0.27094,0.19406,0.095584,0.26719,1,0.57695,0.64679,0.37933,0.30387,0.52839,0.5366,0.65671,0.4024,0.54284,0.6886,0.77738,0,1
0.73283,0.79769,0.88237,1,0.77498,0.84094,0.81078,0.60494,0.75874,0.53483,0.30449,0.28382,0.3121,0.28257,0.16184,0.13438,0.15659,0.094794,0.00043802,0,0,0.20604,0.48354,0.33724,0.15951,0.71508,0.33006,0.16232,1,0.63166,0.4298,0.68307,0.50261,0.34161,0.53862,0.66882,0.86487,0.5932,0.23911,0.33415,1
0.55367,0.62547,0.95361,1,0.57753,0.77878,0.92468,0.71639,0.55457,0.43255,0.15561,0.059365,0.10684,0.15567,0.10959,0.1704,0.16085,0.030685,0.019169,0,0.76376,0.7645,0.62466,0.5761,0.69363,0.15603,0.067317,0,0.91125,0.41038,0.31432,0.83219,0.78075,0.48701,0.34039,1,0.48721,0.15572,0.17529,0.29914,1
0.56507,0.63196,0.92393,0.99385,0.47691,0.79403,1,0.82993,0.5096,0.40458,0.2024,0.069424,0.1457,0.10225,0.022826,0.037165,0.037924,0,0.003557,0.11989,0.83472,0.71596,0.33084,0.23042,0.54554,0.12699,0,0.3923,1,0.76006,0.52062,0.026934,0.63468,0.62159,0.48344,0.42918,0.11656,0.29563,0.061518,0.068634,1
0.92126,0.89488,0.90974,0.99837,0.58162,0.81509,1,0.80062,0.68411,0.59119,0.39623,0.17256,0.21561,0.23322,0.1671,0.26191,0.22497,0.11434,0.031586,0,1,0.93101,0.41886,0.16215,0.18133,0.60279,0.44076,0,0.085095,0.44132,0.88388,0.36056,0.083198,0.30474,0.45237,0.28101,0.2499,0.70274,0.019394,0.30834,1
0.42105,0.44674,0.62529,0.91959,0.67202,0.39912,0.62551,1,0.91233,0.57936,0.62418,0.30816,0.25615,0.26774,0.12712,0.34716,0.27717,0.25671,0.20295,0,0.32393,0.51801,0.64342,0.08073,0.18395,0.69098,0.39923,0.14063,0.73358,0.81541,0.7241,1,0.9733,0.76176,0.63724,0.70524,0.47212,0.64167,0,0.20042,1
0.45418,0.52063,0.59326,1,0.87329,0.67178,0.32774,0.7285,0.91981,0.58152,0.26027,0.17619,0.15928,0.16236,0.10277,0.17437,0.10175,0.036719,0,0.19814,0.5302,0.3651,0.20215,0.1615,0.32749,0.62414,0.36797,0.23706,0.51056,0.6324,0.44608,0.40658,0.41113,0,0.38962,0.3303,0.47668,0.64441,0.51721,1,1
0.25414,0.23653,0.31307,0.65773,0.64944,0.53207,0.24616,0.60369,1,0.95742,0.55665,0.081987,0.18005,0.14983,0.29641,0.55744,0.33793,0.16594,0.053927,0,0.45535,0.50054,0.232,0.026716,0.26723,0.70463,0.27067,0.2282,0.28896,0.50265,0.4806,0.22573,0.28989,0,0.46508,0.46185,0.43522,0.48663,0.39512,1,1
0.6695,0.6725,0.37446,0.86837,1,0.8673,0.49776,0.73697,0.92132,0.7408,0.50455,0.20067,0.24757,0.25097,0.36353,0.44459,0.32898,0.18573,0,0.10002,0.8749,0.93529,0.90694,0.51952,0.69544,1,0.30437,0,0.21569,0.83172,0.80943,0.58569,0.25994,0.0010789,0.094089,0.74,0.45248,0.41769,0.28512,0.44402,1
0.43715,0.4763,0.78612,0.95973,0.67427,0.46488,0.84264,1,0.73244,0.48355,0.42126,0.37656,0.46963,0.50398,0.42434,0.48269,0.40726,0.19385,0.11919,0,0.52871,0.71941,0.43302,0,0.69708,1,0.41152,0.36438,0.63172,0.39214,0.40169,0.44886,0.31239,0.49529,0.43001,0.53122,0.55711,0.71379,0.74665,0.30775,1
0.53786,0.66582,0.96856,1,0.59753,0.97097,0.99111,0.93078,0.89064,0.7725,0.61464,0.49501,0.48435,0.52611,0.48337,0.40898,0.37686,0.23838,0.15594,0,0.59515,0.49165,0.48245,0.54268,0.43192,0.60482,0.77528,0.67609,0.51974,0.66515,0.74169,0.64945,0.47455,0,0.56429,0.60415,0.51373,0.53368,0.95913,1,1
0.57935,0.65515,0.91344,0.93388,0.38847,0.87748,1,0.75693,0.70118,0.65924,0.44903,0.42593,0.47838,0.55424,0.39387,0.29634,0.22547,0.15086,0.088689,0,0.81344,0.72397,0.90937,0.73763,0.778,0.56045,0.36174,0,0.96466,0.54221,0.6009,0.93985,1,0.83108,0.38988,0.08021,0.22956,0.13823,0.56777,0.30392,1
